band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming,final_genre,genre_status,genre_source,filter_slugs,ma_search_url
Ara,Hohe Tannen,2026-05-11,"May 11, 2026",May 2026,2026-05-11T00:00:00,Black Metal,https://heavymetalbest.com/album/ara/hohe-tannen?albumId=CVaRkdesgR0C0HI6mbU2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHohe-Tannen-full-length_1777493353956_200_200.webp?alt=media&token=dc50e223-b47a-4749-aa1a-ac2c568e1a76,CVaRkdesgR0C0HI6mbU2,True,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Ara&type=band_name
IIIusion,IIIusion,2026-05-11,"May 11, 2026",May 2026,2026-05-11T00:00:00,,https://heavymetalbest.com/album/iiiusion/iiiusion?albumId=b89bPdX8Ax7MiZPKohCM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIIIusion-full-length_1777497358397_200_200.webp?alt=media&token=88665894-b99c-4021-b81c-58669403b70a,b89bPdX8Ax7MiZPKohCM,True,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=IIIusion&type=band_name
Critical Disaster,Blast of Rebellion Day,2026-05-10,"May 10, 2026",May 2026,2026-05-10T00:00:00,,https://heavymetalbest.com/album/critical-disaster/blast-of-rebellion-day?albumId=6xEv7lFhrYt9c3V3Qf0c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlast-of-Rebellion-Day-full-length_1777493454622_200_200.webp?alt=media&token=640a87bd-e599-4b41-8f20-df0599ee71b4,6xEv7lFhrYt9c3V3Qf0c,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Critical%20Disaster&type=band_name
Chronic Hate,Defeating the Oblivion of Life,2026-05-09,"May 9, 2026",May 2026,2026-05-09T00:00:00,Death Metal,https://heavymetalbest.com/album/chronic-hate/defeating-the-oblivion-of-life?albumId=8zdFThYbP7pbcccf2tP9,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDefeating-the-Oblivion-of-Life-full-length_1777493423742_200_200.webp?alt=media&token=21c430f3-820d-4a6e-b406-0b1a2c7e3a94,8zdFThYbP7pbcccf2tP9,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Chronic%20Hate&type=band_name
Scraper,Infinite Journey,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Thrash Metal,https://heavymetalbest.com/album/scraper/infinite-journey?albumId=zlVJAGjcakasVQluzu8c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInfinite-Journey-full-length_1777045930150_200_200.webp?alt=media&token=d8ea6c8b-a79c-4f18-8f9d-75c7e063d860,zlVJAGjcakasVQluzu8c,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Scraper&type=band_name
Draconian,In Somnolent Ruin,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Doom Metal, Gothic, Doom",https://heavymetalbest.com/album/draconian/in-somnolent-ruin?albumId=ulk0i5htt0xKtJN4UhGp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Somnolent-Ruin-full-length_1776976198396_200_200.webp?alt=media&token=a91620ff-9a7d-408a-ad38-fd5665bf6d5b,ulk0i5htt0xKtJN4UhGp,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Draconian&type=band_name
Telomyras,Duskfall,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/telomyras/duskfall?albumId=sg2ek6vUQsQ161qYchJj,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDuskfall-full-length_1777045944664_200_200.webp?alt=media&token=bfe4d0f2-56fa-4bb8-a075-837cb844092d,sg2ek6vUQsQ161qYchJj,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Telomyras&type=band_name
Motus Tenebrae,In Sorrow's Requiem,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Gothic, Doom Metal",https://heavymetalbest.com/album/motus-tenebrae/in-sorrow's-requiem?albumId=q3CdY2kLqwA1RfB2qYkH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Sorrow's-Requiem-full-length_1776959074877_200_200.webp?alt=media&token=3db18bd2-ce88-474c-8a26-a5224a0078e6,q3CdY2kLqwA1RfB2qYkH,False,Gothic Metal,verified,firebase,gothic-metal,https://www.metal-archives.com/search?searchString=Motus%20Tenebrae&type=band_name
Lago,Vigil,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Death Metal,https://heavymetalbest.com/album/lago/vigil?albumId=q2L9zPXC32QgLp0ltr4s,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVigil-full-length_1776976363861_200_200.webp?alt=media&token=aff806dd-7fbd-4199-b7fe-0fecdb29cee5,q2L9zPXC32QgLp0ltr4s,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Lago&type=band_name
Sacriversum,Before the Birth of Light,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"later), Gothic Metal, Death Metal, Thrash Metal (early, Death",https://heavymetalbest.com/album/sacriversum/before-the-birth-of-light?albumId=pDAss7GqAfsvg7Bp3EY0,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBefore-the-Birth-of-Light-full-length_1776976454645_200_200.webp?alt=media&token=e786e56a-1c7e-4574-9f88-786fecbc792f,pDAss7GqAfsvg7Bp3EY0,False,Gothic Metal,verified,firebase,gothic-metal,https://www.metal-archives.com/search?searchString=Sacriversum&type=band_name
Goholor,Locus Damnatorum,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Black, Black Metal",https://heavymetalbest.com/album/goholor/locus-damnatorum?albumId=mY4q7mlaGli9i6f5c2zd,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLocus-Damnatorum-full-length_1776976254067_200_200.webp?alt=media&token=c43a1c6b-bd1a-4d7f-8e7c-1086c61fc11f,mY4q7mlaGli9i6f5c2zd,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Goholor&type=band_name
Torchia,They Are Born Under Rules of the Darkness,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/torchia/they-are-born-under-rules-of-the-darkness?albumId=mOK4xtg38ui6LvKqpWbn,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThey-Are-Born-Under-Rules-of-the-Darkness-full-length_1776959158480_200_200.webp?alt=media&token=9699d288-0310-4efc-bef9-112a3cd20092,mOK4xtg38ui6LvKqpWbn,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Torchia&type=band_name
WLVS,Rooted in Ancestral Memory,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Black Metal,https://heavymetalbest.com/album/wlvs/rooted-in-ancestral-memory?albumId=lajvcV2AUXXiaFUxgz4c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRooted-in-Ancestral-Memory-full-length_1777046019633_200_200.webp?alt=media&token=f29d7081-19be-4e31-824c-2e809ade03d5,lajvcV2AUXXiaFUxgz4c,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=WLVS&type=band_name
Wolfpack Heading Nowhere,Wolfpack Heading Nowhere,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/wolfpack-heading-nowhere/wolfpack-heading-nowhere?albumId=g7nOful7YCrSMvoPY69H,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWolfpack-Heading-Nowhere-full-length_1777046028365_200_200.webp?alt=media&token=0fe13358-a15b-48d8-993d-da923876d2af,g7nOful7YCrSMvoPY69H,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Wolfpack%20Heading%20Nowhere&type=band_name
IATT,Etheric Realms of the Night,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Progressive Metal, Metalcore, Progressive, Melodic Black, Death Metal",https://heavymetalbest.com/album/iatt/etheric-realms-of-the-night?albumId=g3emSaMecE3rBJ8QBR43,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEtheric-Realms-of-the-Night-full-length_1776976327024_200_200.webp?alt=media&token=2acf4798-efb7-4f26-925c-6b2c8578cd9a,g3emSaMecE3rBJ8QBR43,False,Progressive Metal,verified,firebase,progressive-metal,https://www.metal-archives.com/search?searchString=IATT&type=band_name
Ingested,Denigration,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/ingested/denigration?albumId=ewWrVSZPVpVrEVKtmcHR,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDenigration-full-length_1776976338666_200_200.webp?alt=media&token=724d1ca5-20b1-44d1-ad71-c0781a8ef119,ewWrVSZPVpVrEVKtmcHR,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Ingested&type=band_name
Crystal Winds,Long Live the King,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/crystal-winds/long-live-the-king?albumId=cqsHY3vp12vihASp4aIM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLong-Live-the-King-full-length_1777045696482_200_200.webp?alt=media&token=8c927fbb-189e-406b-b431-4d55c479d1af,cqsHY3vp12vihASp4aIM,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Crystal%20Winds&type=band_name
Saasta,Cesspool,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Doom Metal, Doom",https://heavymetalbest.com/album/saasta/cesspool?albumId=bajCb1r8wgsQQhw0dgYO,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCesspool-full-length_1776976383584_200_200.webp?alt=media&token=dcc5cb73-40c5-421a-85a2-396fef6c1742,bajCb1r8wgsQQhw0dgYO,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Saasta&type=band_name
Madvice,L'ottavo giorno,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/madvice/l'ottavo-giorno?albumId=ZFbl8iA0T1MSXQbCtRHM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FL'ottavo-giorno-full-length_1777045886968_200_200.webp?alt=media&token=46b9e6bc-d751-4de9-bc2c-e73b73ce8e3e,ZFbl8iA0T1MSXQbCtRHM,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Madvice&type=band_name
laCasta,Olibanvm,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Hardcore, Black Metal",https://heavymetalbest.com/album/lacasta/olibanvm?albumId=VDf8Sq9QR3pAhVCrzf8e,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOlibanvm-full-length_1777045864442_200_200.webp?alt=media&token=1aa1a72b-2282-44b1-b283-cad93b51f518,VDf8Sq9QR3pAhVCrzf8e,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=laCasta&type=band_name
Aghalmar,Ruin,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/aghalmar/ruin?albumId=U2ZAnqeEyligNLviQwRp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRuin-full-length_1777045594036_200_200.webp?alt=media&token=0f01018a-7e79-44d0-8cf5-d60391ae1a88,U2ZAnqeEyligNLviQwRp,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Aghalmar&type=band_name
Ascended Master,Crepuscular Gloom,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Black Metal, Thrash Metal, Death Metal, Thrash, Death",https://heavymetalbest.com/album/ascended-master/crepuscular-gloom?albumId=TJ6gedQyCJy8adkayKqD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCrepuscular-Gloom-full-length_1777045607477_200_200.webp?alt=media&token=49006c6d-04f2-446f-bbfa-39d1509b90a4,TJ6gedQyCJy8adkayKqD,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Ascended%20Master&type=band_name
Wormlord,Choices,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Death Metal,https://heavymetalbest.com/album/wormlord/choices?albumId=PXo1T6VJea5ftvVhAhE3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FChoices-full-length_1776976583593_200_200.webp?alt=media&token=5cb3e5da-72d5-4b7e-aaff-8ddbae44590e,PXo1T6VJea5ftvVhAhE3,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Wormlord&type=band_name
Frozen Soul,No Place of Warmth,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Death Metal,https://heavymetalbest.com/album/frozen-soul/no-place-of-warmth?albumId=OjKdPlSTSBGxtbrLB57G,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNo-Place-of-Warmth-full-length_1776976238545_200_200.webp?alt=media&token=71a22a65-85fa-4ca8-a66a-cc7913949083,OjKdPlSTSBGxtbrLB57G,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Frozen%20Soul&type=band_name
Sense of Fear,Infernal Decay,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/sense-of-fear/infernal-decay?albumId=LazJkYvGgo1IEEzlt2EQ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInfernal-Decay-full-length_1776976496275_200_200.webp?alt=media&token=dba21a9b-fe8d-4f12-b4c8-11e1f9da1436,LazJkYvGgo1IEEzlt2EQ,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Sense%20of%20Fear&type=band_name
Clairvoyant,Eternal Victory,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/clairvoyant/eternal-victory?albumId=HiVTzZgPkzH4zUzLW5js,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEternal-Victory-full-length_1777045635782_200_200.webp?alt=media&token=2065c51e-1598-4f63-926f-630a46389064,HiVTzZgPkzH4zUzLW5js,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Clairvoyant&type=band_name
Harms,Rebirth of the Cold,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/harms/rebirth-of-the-cold?albumId=GbbkUfdjiHcjfv7UCQdb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRebirth-of-the-Cold-full-length_1776976274218_200_200.webp?alt=media&token=5469cac3-0520-40e4-9a9a-13efe0075da5,GbbkUfdjiHcjfv7UCQdb,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Harms&type=band_name
Teramaze,The Silent Architect,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Progressive Metal, Rock",https://heavymetalbest.com/album/teramaze/the-silent-architect?albumId=FyHckVZnqe0ZRlEualzG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Silent-Architect-full-length_1776976513000_200_200.webp?alt=media&token=b04122a6-69ff-4616-a825-b3f9270dad0d,FyHckVZnqe0ZRlEualzG,False,Progressive Metal,verified,firebase,progressive-metal,https://www.metal-archives.com/search?searchString=Teramaze&type=band_name
Rexoria,Fallen Dimension,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Melodic Heavy, Power Metal",https://heavymetalbest.com/album/rexoria/fallen-dimension?albumId=Euh2JSKgQjRbqWOTGlbN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFallen-Dimension-full-length_1776976370672_200_200.webp?alt=media&token=4f6c688a-456f-4558-8b1a-b4dff898ae88,Euh2JSKgQjRbqWOTGlbN,False,Power Metal,verified,firebase,power-metal,https://www.metal-archives.com/search?searchString=Rexoria&type=band_name
Voidthrone,Dreaming Rat,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Black, Black Metal",https://heavymetalbest.com/album/voidthrone/dreaming-rat?albumId=Be9icLApNYOa5D2DzyB8,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDreaming-Rat-full-length_1776976568723_200_200.webp?alt=media&token=4570607e-3475-4502-bc52-6864132a6ad3,Be9icLApNYOa5D2DzyB8,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Voidthrone&type=band_name
The Quill,Master of the Skies,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Heavy Metal, Heavy, Stoner Metal",https://heavymetalbest.com/album/the-quill/master-of-the-skies?albumId=B7YCWw9GlCBl2FC16UIF,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMaster-of-the-Skies-full-length_1776976541472_200_200.webp?alt=media&token=1c775b9d-40e4-48f6-9d77-814dabba5a76,B7YCWw9GlCBl2FC16UIF,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=The%20Quill&type=band_name
Conjuring,Memento Mori,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Black Metal,https://heavymetalbest.com/album/conjuring/memento-mori?albumId=ASTwPL6ShgdXkmf46Blb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMemento-Mori-full-length_1777045678775_200_200.webp?alt=media&token=cd8bff59-68cf-428c-9870-be9157a548bb,ASTwPL6ShgdXkmf46Blb,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Conjuring&type=band_name
Vile Desolation,Annihilating the Consciousness,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/vile-desolation/annihilating-the-consciousness?albumId=9MF7isnh3HrWVWlDNhCX,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAnnihilating-the-Consciousness-full-length_1776976549346_200_200.webp?alt=media&token=ccc1f134-a233-4c7b-b53c-a990b19294b4,9MF7isnh3HrWVWlDNhCX,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Vile%20Desolation&type=band_name
Sabotør,Første aksjon,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/sabotør/første-aksjon?albumId=7tnVnH3aCMsjNBAaEUJA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFørste-aksjon-full-length_1776976396892_200_200.webp?alt=media&token=85be40ec-52f4-4753-8855-11fdc24a0811,7tnVnH3aCMsjNBAaEUJA,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Sabot%C3%B8r&type=band_name
Galibot,Catabase,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Black Metal,https://heavymetalbest.com/album/galibot/catabase?albumId=6OJhUfnGm8gDof7xwR5V,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCatabase-full-length_1776976245054_200_200.webp?alt=media&token=3507be31-6131-4eb4-9e48-45078fab31f2,6OJhUfnGm8gDof7xwR5V,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Galibot&type=band_name
Old Moon,Home to Nowhere,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/old-moon/home-to-nowhere?albumId=6J0lCDhxIwRsdZoNTal8,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHome-to-Nowhere-full-length_1776959102840_200_200.webp?alt=media&token=e734cea2-aeee-440e-9222-f463f5642cb0,6J0lCDhxIwRsdZoNTal8,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Old%20Moon&type=band_name
A Forest of Stars,Stack Overflow in Corpse Pile Interface,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,,https://heavymetalbest.com/album/a-forest-of-stars/stack-overflow-in-corpse-pile-interface?albumId=5CgXxkrI8KqwVLqCGCDH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStack-Overflow-in-Corpse-Pile-Interface-full-length_1776976157189_200_200.webp?alt=media&token=c66c2403-6e0a-443e-94a2-6c5dd1247638,5CgXxkrI8KqwVLqCGCDH,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=A%20Forest%20of%20Stars&type=band_name
