band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming
Blood Python,Voidseeker,2026-05-21,"May 21, 2026",May 2026,2026-05-21T00:00:00,Heavy Metal,https://heavymetalbest.com/album/blood-python/voidseeker?albumId=7KpOlCNn4XZNHkAke6zW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVoidseeker-full-length_1778524518341_200_200.webp?alt=media&token=fc61688d-b501-40d3-91ae-f6e7f4f170fb,7KpOlCNn4XZNHkAke6zW,False
Blood Prophecy,Road to Hero,2026-05-20,"May 20, 2026",May 2026,2026-05-20T00:00:00,,https://heavymetalbest.com/album/blood-prophecy/road-to-hero?albumId=qwYyZ4hJume1v520qV8f,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRoad-to-Hero-full-length_1778508093305_200_200.webp?alt=media&token=1753c54b-dbbf-45be-8d74-74a818f8cf78,qwYyZ4hJume1v520qV8f,False
Voroth,Lingua Secunda,2026-05-20,"May 20, 2026",May 2026,2026-05-20T00:00:00,"Death Metal, Death, Thrash Metal",https://heavymetalbest.com/album/voroth/lingua-secunda?albumId=iuSUMODhk8AUW0LcFIlx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLingua-Secunda-full-length_1778508357520_200_200.webp?alt=media&token=331c1eac-4f78-4fe7-98fe-2a2650d50fbf,iuSUMODhk8AUW0LcFIlx,False
Membrance,Resa Marciana,2026-05-19,"May 19, 2026",May 2026,2026-05-19T00:00:00,Death Metal,https://heavymetalbest.com/album/membrance/resa-marciana?albumId=rafSo1AzLnLt9CeuIgCi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FResa-Marciana-full-length_1778508191283_200_200.webp?alt=media&token=9d81a274-99d9-4097-8849-6ce0a17fd3ff,rafSo1AzLnLt9CeuIgCi,False
Hourswill,Ensemble,2026-05-19,"May 19, 2026",May 2026,2026-05-19T00:00:00,Progressive Metal,https://heavymetalbest.com/album/hourswill/ensemble?albumId=mDHHoWY3Ch1uQ0VKZNdp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEnsemble-full-length_1778508175106_200_200.webp?alt=media&token=d3a4e5c5-711c-4b1d-a69e-ffe29d63b471,mDHHoWY3Ch1uQ0VKZNdp,False
Bleeding,Dispersed Blood Sustenance,2026-05-16,"May 16, 2026",May 2026,2026-05-16T00:00:00,,https://heavymetalbest.com/album/bleeding/dispersed-blood-sustenance?albumId=tQ2OXmcz0p6uzhb9VsLj,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDispersed-Blood-Sustenance-full-length_1778508081989_200_200.webp?alt=media&token=c76cdcb2-a585-46b7-a149-1fa9bea3615c,tQ2OXmcz0p6uzhb9VsLj,False
Goblin Hovel,New Roads Through Old Places,2026-05-16,"May 16, 2026",May 2026,2026-05-16T00:00:00,,https://heavymetalbest.com/album/goblin-hovel/new-roads-through-old-places?albumId=SR5qwnmYz85dCLd3yXh2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNew-Roads-Through-Old-Places-full-length_1778508124914_200_200.webp?alt=media&token=15c8f923-55c0-4c93-87c8-297e00709f71,SR5qwnmYz85dCLd3yXh2,False
Black Usurper,Saturnian Genocide Rituals,2026-05-16,"May 16, 2026",May 2026,2026-05-16T00:00:00,Black Metal,https://heavymetalbest.com/album/black-usurper/saturnian-genocide-rituals?albumId=9ovFaEogbpO0HMXlDgM1,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSaturnian-Genocide-Rituals-full-length_1778508053205_200_200.webp?alt=media&token=af605b48-74ab-44fa-b2d6-653f2e5bda85,9ovFaEogbpO0HMXlDgM1,False
Periphery,A Pale White Dot,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Progressive Metal, Djent",https://heavymetalbest.com/album/periphery/a-pale-white-dot?albumId=0NxqJacKfD4lKJGh1izk,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FA-Pale-White-Dot-full-length_1777574992669.jpg?alt=media&token=86ad4b53-f7e9-4be7-a2be-2d54e98446e3,0NxqJacKfD4lKJGh1izk,True
Void Sinker,Cycle,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Sludge, Drone, Doom Metal",https://heavymetalbest.com/album/void-sinker/cycle?albumId=5Eyh7UnHYaPo3ptV8L8x,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCycle-full-length_1777569807515_200_200.webp?alt=media&token=72f71249-5d41-42a9-ba72-f145fe971890,5Eyh7UnHYaPo3ptV8L8x,True
Heavenfall,Thorn,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Heavy Metal,https://heavymetalbest.com/album/heavenfall/thorn?albumId=BTkRqU5EReVw1Io9hF3z,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThorn-full-length_1777493552172_200_200.webp?alt=media&token=b3d400b5-734e-4340-b3b6-60de28f4d168,BTkRqU5EReVw1Io9hF3z,True
Angellore,Nocturnes,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Death Metal, Doom Metal, Gothic, Doom",https://heavymetalbest.com/album/angellore/nocturnes?albumId=GrrQYIl6cDWLHtULRDai,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNocturnes-full-length_1774443167929_200_200.webp?alt=media&token=57c7c518-95e8-4925-94ba-277c01f65789,GrrQYIl6cDWLHtULRDai,True
Tyrannus,Mournhold,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Black, Black Metal, Thrash Metal, Death Metal, Death",https://heavymetalbest.com/album/tyrannus/mournhold?albumId=I5Y3mEWUtTq64UiAQ6tJ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMournhold-full-length_1777569795325_200_200.webp?alt=media&token=e013a49f-5100-4f24-a4a1-182edf204703,I5Y3mEWUtTq64UiAQ6tJ,True
Desiccation,Legatum Mortuorum,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Black, Black Metal, Doom Metal",https://heavymetalbest.com/album/desiccation/legatum-mortuorum?albumId=NR65IPdOIO6xVNlCBakN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLegatum-Mortuorum-full-length_1777569502374_200_200.webp?alt=media&token=29e2fac3-0671-4207-ad15-4dfc9f16020c,NR65IPdOIO6xVNlCBakN,True
Acid Reign,Daze of the Week,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Thrash Metal,https://heavymetalbest.com/album/acid-reign/daze-of-the-week?albumId=NZmC0OVGa6t3ZMzgvQ0w,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDaze-of-the-Week-full-length_1775763028586_200_200.webp?alt=media&token=5e1e8fd1-f0b0-4fdd-9149-49bfe7f56613,NZmC0OVGa6t3ZMzgvQ0w,True
Pro-Pain,Stone Cold Anger,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Hardcore, Groove, Thrash Metal",https://heavymetalbest.com/album/pro-pain/stone-cold-anger?albumId=NyDCupN0pZOf1xupuADc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStone-Cold-Anger-full-length_1777496547683_200_200.webp?alt=media&token=e02d04e6-8a08-4484-bf35-eb5190d0f44d,NyDCupN0pZOf1xupuADc,True
Lorn,Searing Blood,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Black Metal,https://heavymetalbest.com/album/lorn/searing-blood?albumId=OFPtoyqoYmbJgweaJduA,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSearing-Blood-full-length_1777569596596_200_200.webp?alt=media&token=b645e8a5-50df-4e08-abd3-bfb5e4297cf0,OFPtoyqoYmbJgweaJduA,True
Gozu,Gozu VI,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/gozu/gozu-vi?albumId=OkNRZDF8JzuCsAR8trtq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGozu-VI-full-length_1777569551649_200_200.webp?alt=media&token=4ad130be-e18d-461b-afba-d7e86c908040,OkNRZDF8JzuCsAR8trtq,True
Solemnity,Opus Barbaricum,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Heavy Metal,https://heavymetalbest.com/album/solemnity/opus-barbaricum?albumId=Xi60WKMDRAiLR6lpHKep,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOpus-Barbaricum-full-length_1777569764666_200_200.webp?alt=media&token=dcce87ae-747c-4c7b-a540-41729b6e1841,Xi60WKMDRAiLR6lpHKep,True
Atavistia,Old Gods Awaken,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/atavistia/old-gods-awaken?albumId=ZA4fTwAybQ4UuqdSAObr,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOld-Gods-Awaken-full-length_1777493376647_200_200.webp?alt=media&token=8fb3af33-3651-4d7b-bb00-79b94e8e2931,ZA4fTwAybQ4UuqdSAObr,True
Sagros,Sincarnation,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Thrash Metal,https://heavymetalbest.com/album/sagros/sincarnation?albumId=aAo46hYNHJa2DUBUafNk,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSincarnation-full-length_1777496894576_200_200.webp?alt=media&token=ba77210a-3280-4cf0-97a3-b2438cf1e2f4,aAo46hYNHJa2DUBUafNk,True
Aneeiun,An.Ki.Kur,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Black Metal,https://heavymetalbest.com/album/aneeiun/an.ki.kur?albumId=auUKtSWY53qv0rUMbbFx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAn.Ki.Kur-full-length_1777569432567_200_200.webp?alt=media&token=77747adc-6771-499a-9470-4c1969805a4c,auUKtSWY53qv0rUMbbFx,True
Sum of Seven,Echoes of the Hypermind,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Progressive Metal,https://heavymetalbest.com/album/sum-of-seven/echoes-of-the-hypermind?albumId=dG6xqiRs3yKGFybIF77m,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEchoes-of-the-Hypermind-full-length_1777496910683_200_200.webp?alt=media&token=af9dfc96-30f2-4f52-b8d6-ceda878607d9,dG6xqiRs3yKGFybIF77m,True
Akem Manah,Threnodies,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Doom, Gothic Metal, Doom Metal, Death",https://heavymetalbest.com/album/akem-manah/threnodies?albumId=dvIGL0jdp60exzD5sULF,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThrenodies-full-length_1771523940047_200_200.webp?alt=media&token=09f7b724-2f18-4070-b63e-c0a46a2015a4,dvIGL0jdp60exzD5sULF,True
Rito Profanatorio,Rameras del diablo,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Black Metal, Death",https://heavymetalbest.com/album/rito-profanatorio/rameras-del-diablo?albumId=fTnxWGJN435KyJ1748HS,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRameras-del-diablo-full-length_1777569699209_200_200.webp?alt=media&token=ce3cb5d9-365d-4429-a39d-ea6ae75bf901,fTnxWGJN435KyJ1748HS,True
Junon,The Golden Citadel of the Astral Sphere,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/junon/the-golden-citadel-of-the-astral-sphere?albumId=foUatJDQO7ef1XCOE63K,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Golden-Citadel-of-the-Astral-Sphere-full-length_1777569559926_200_200.webp?alt=media&token=832f2ec9-731a-49a6-b8ec-fbebdca9088c,foUatJDQO7ef1XCOE63K,True
Norgaahl,Black Spirits,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Death, Thrash Metal, Groove",https://heavymetalbest.com/album/norgaahl/black-spirits?albumId=ioXACs8fLGHveQiCzJKP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlack-Spirits-full-length_1777569618917_200_200.webp?alt=media&token=b16fa7ee-696e-4212-9fc2-dca195d900f5,ioXACs8fLGHveQiCzJKP,True
Primordial Black,Heterotopia,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Black Metal, Heavy, Heavy Metal, Groove Metal, Black",https://heavymetalbest.com/album/primordial-black/heterotopia?albumId=k09sveDAex7RmXTJeZoq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHeterotopia-full-length_1777569639814_200_200.webp?alt=media&token=df9e2a6e-50f5-4956-ab63-3e34a5daf475,k09sveDAex7RmXTJeZoq,True
Inthraced,Constellation Zero,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/inthraced/constellation-zero?albumId=nXNzp2Bsp7SeCZyXHtKc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FConstellation-Zero-full-length_1777496385141_200_200.webp?alt=media&token=981add85-a559-4d03-8f6b-03a7c57dc623,nXNzp2Bsp7SeCZyXHtKc,True
Defect Designer,Depressants,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/defect-designer/depressants?albumId=oSowD2CGJarBbYFCiQn1,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDepressants-full-length_1777493461207_200_200.webp?alt=media&token=ef35aa94-14fc-413c-882b-7e4a1447bc64,oSowD2CGJarBbYFCiQn1,True
Deadnight,The Black Scourge,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Black Metal, Black, Thrash Metal",https://heavymetalbest.com/album/deadnight/the-black-scourge?albumId=r03WCf9zcmWJHmeIpMm2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Black-Scourge-full-length_1777569492871_200_200.webp?alt=media&token=5cc463d1-6c90-4a5f-a5a3-73c534261c26,r03WCf9zcmWJHmeIpMm2,True
Confess,Metalmorphosis,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Heavy Metal,https://heavymetalbest.com/album/confess/metalmorphosis?albumId=szIJtZ6BKiEFk8kj8rFZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FMetalmorphosis-full-length_1777575100586.jpg?alt=media&token=3b82bf35-257a-4fb1-868e-e064189e8d77,szIJtZ6BKiEFk8kj8rFZ,True
Von Groove,Born to Rock,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,"Heavy Metal, Hard Rock",https://heavymetalbest.com/album/von-groove/born-to-rock?albumId=ukSiZyl9cFpj3NMlYlA6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FBorn-to-Rock-full-length_1777575059416.jpg?alt=media&token=e26a71ff-8787-40d2-b799-57a15c2c35eb,ukSiZyl9cFpj3NMlYlA6,True
Revenge Ritual,Arbitrary Punishment,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/revenge-ritual/arbitrary-punishment?albumId=xG60qj5ztLKgDqOsbWpx,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FArbitrary-Punishment-full-length_1777569652764_200_200.webp?alt=media&token=8a5657f1-0364-47ad-b6c4-efe1d51279a3,xG60qj5ztLKgDqOsbWpx,True
Moshquito,Dies Irae,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,Thrash Metal,https://heavymetalbest.com/album/moshquito/dies-irae?albumId=ttPFASfgUVurj7ed8Lhc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDies-Irae-full-length_1778681976120_200_200.webp?alt=media&token=c399cad2-c016-4109-8c57-c393b0708ed8,ttPFASfgUVurj7ed8Lhc,False
Dromos,Failing Light,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/dromos/failing-light?albumId=pnnYq1F4htHO9iFoFiSH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFailing-Light-full-length_1778508110991_200_200.webp?alt=media&token=4cc58dc3-8389-4719-91b6-adb9f67360fe,pnnYq1F4htHO9iFoFiSH,False
Jungle Rot,Cruel Face of War,2026-05-15,"May 15, 2026",May 2026,2026-05-15T00:00:00,,https://heavymetalbest.com/album/jungle-rot/cruel-face-of-war?albumId=f4q1qVKx7ZornyxTUthp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCruel-Face-of-War-full-length_1778501730711_200_200.webp?alt=media&token=f45c35aa-e870-48ec-bab2-3c5840b38321,f4q1qVKx7ZornyxTUthp,False
Nedgravd,Ascension,2026-05-14,"May 14, 2026",May 2026,2026-05-14T00:00:00,Death Metal,https://heavymetalbest.com/album/nedgravd/ascension?albumId=P9itYIbHO9CM3ftyaIgw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FAscension-full-length_1777575112522.jpg?alt=media&token=89e28ed0-8786-4be6-ab59-e2ee0d81acca,P9itYIbHO9CM3ftyaIgw,True
We Follow the Earth,Foamdrinker,2026-05-12,"May 12, 2026",May 2026,2026-05-12T00:00:00,"Sludge, Doom Metal",https://heavymetalbest.com/album/we-follow-the-earth/foamdrinker?albumId=JUDxDdvTL2zbK12btim7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFoamdrinker-full-length_1777496919676_200_200.webp?alt=media&token=e71d386d-6067-46bb-915f-5d400b7198a1,JUDxDdvTL2zbK12btim7,True
Drain of Impurity,The Dark Ascension of the Supreme Prometheus Gods,2026-05-12,"May 12, 2026",May 2026,2026-05-12T00:00:00,,https://heavymetalbest.com/album/drain-of-impurity/the-dark-ascension-of-the-supreme-prometheus-gods?albumId=nXMdXmw4t51BdH0CZzUo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Dark-Ascension-of-the-Supreme-Prometheus-Gods-full-length_1777493533969_200_200.webp?alt=media&token=0a2790c2-1732-47a6-89c0-54032803f28d,nXMdXmw4t51BdH0CZzUo,True
Ara,Hohe Tannen,2026-05-11,"May 11, 2026",May 2026,2026-05-11T00:00:00,Black Metal,https://heavymetalbest.com/album/ara/hohe-tannen?albumId=CVaRkdesgR0C0HI6mbU2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHohe-Tannen-full-length_1777493353956_200_200.webp?alt=media&token=dc50e223-b47a-4749-aa1a-ac2c568e1a76,CVaRkdesgR0C0HI6mbU2,True
IIIusion,IIIusion,2026-05-11,"May 11, 2026",May 2026,2026-05-11T00:00:00,,https://heavymetalbest.com/album/iiiusion/iiiusion?albumId=b89bPdX8Ax7MiZPKohCM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIIIusion-full-length_1777497358397_200_200.webp?alt=media&token=88665894-b99c-4021-b81c-58669403b70a,b89bPdX8Ax7MiZPKohCM,True
Critical Disaster,Blast of Rebellion Day,2026-05-10,"May 10, 2026",May 2026,2026-05-10T00:00:00,,https://heavymetalbest.com/album/critical-disaster/blast-of-rebellion-day?albumId=6xEv7lFhrYt9c3V3Qf0c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlast-of-Rebellion-Day-full-length_1777493454622_200_200.webp?alt=media&token=640a87bd-e599-4b41-8f20-df0599ee71b4,6xEv7lFhrYt9c3V3Qf0c,False
Chronic Hate,Defeating the Oblivion of Life,2026-05-09,"May 9, 2026",May 2026,2026-05-09T00:00:00,Death Metal,https://heavymetalbest.com/album/chronic-hate/defeating-the-oblivion-of-life?albumId=8zdFThYbP7pbcccf2tP9,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDefeating-the-Oblivion-of-Life-full-length_1777493423742_200_200.webp?alt=media&token=21c430f3-820d-4a6e-b406-0b1a2c7e3a94,8zdFThYbP7pbcccf2tP9,False
Scraper,Infinite Journey,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Thrash Metal,https://heavymetalbest.com/album/scraper/infinite-journey?albumId=zlVJAGjcakasVQluzu8c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FInfinite-Journey-full-length_1777045930150_200_200.webp?alt=media&token=d8ea6c8b-a79c-4f18-8f9d-75c7e063d860,zlVJAGjcakasVQluzu8c,False
Draconian,In Somnolent Ruin,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Death Metal, Doom Metal, Gothic, Doom",https://heavymetalbest.com/album/draconian/in-somnolent-ruin?albumId=ulk0i5htt0xKtJN4UhGp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Somnolent-Ruin-full-length_1776976198396_200_200.webp?alt=media&token=a91620ff-9a7d-408a-ad38-fd5665bf6d5b,ulk0i5htt0xKtJN4UhGp,False
Telomyras,Duskfall,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Heavy Metal,https://heavymetalbest.com/album/telomyras/duskfall?albumId=sg2ek6vUQsQ161qYchJj,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDuskfall-full-length_1777045944664_200_200.webp?alt=media&token=bfe4d0f2-56fa-4bb8-a075-837cb844092d,sg2ek6vUQsQ161qYchJj,False
Motus Tenebrae,In Sorrow's Requiem,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"Gothic, Doom Metal",https://heavymetalbest.com/album/motus-tenebrae/in-sorrow's-requiem?albumId=q3CdY2kLqwA1RfB2qYkH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIn-Sorrow's-Requiem-full-length_1776959074877_200_200.webp?alt=media&token=3db18bd2-ce88-474c-8a26-a5224a0078e6,q3CdY2kLqwA1RfB2qYkH,False
Lago,Vigil,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,Death Metal,https://heavymetalbest.com/album/lago/vigil?albumId=q2L9zPXC32QgLp0ltr4s,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVigil-full-length_1776976363861_200_200.webp?alt=media&token=aff806dd-7fbd-4199-b7fe-0fecdb29cee5,q2L9zPXC32QgLp0ltr4s,False
Sacriversum,Before the Birth of Light,2026-05-08,"May 8, 2026",May 2026,2026-05-08T00:00:00,"later), Gothic Metal, Death Metal, Thrash Metal (early, Death",https://heavymetalbest.com/album/sacriversum/before-the-birth-of-light?albumId=pDAss7GqAfsvg7Bp3EY0,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBefore-the-Birth-of-Light-full-length_1776976454645_200_200.webp?alt=media&token=e786e56a-1c7e-4574-9f88-786fecbc792f,pDAss7GqAfsvg7Bp3EY0,False
